product_id,name,description,category,price,cost,stock_quantity,created_at,updated_at
37,O conforto de conseguir naturalmente,Dolorem sed mollitia nostrum delectus at. Quod impedit in quo. Culpa ipsum incidunt adipisci unde quos sapiente.,Livros,3646.75,2031.79,495,2025-05-11 23:46:31,2025-05-11 23:46:31
38,A simplicidade de ganhar simplesmente,Necessitatibus voluptates quo a nihil veniam numquam illo. Aliquam corrupti sapiente a excepturi harum a facere. Accusantium ullam enim dolorem dolor unde quidem.,Móveis,1800.94,1378.54,268,2025-05-11 23:46:31,2025-05-11 23:46:31
39,O conforto de concretizar seus projetos em estado puro,Dignissimos cumque numquam facere esse ad. Aut voluptatem deserunt ducimus vitae odit porro. Sequi dolorum nemo dolor mollitia eaque blanditiis voluptates.,Livros,1203.74,713.1,327,2025-05-11 23:46:31,2025-05-11 23:46:31
40,A possibilidade de atingir seus objetivos com toda a tranquilidade,Sequi libero non in. Assumenda nesciunt assumenda recusandae labore sapiente. Dolor explicabo unde recusandae.,Eletrônicos,1896.27,820.09,342,2025-05-11 23:46:31,2025-05-11 23:46:31
41,A possibilidade de avançar com confiança,Laborum ad veritatis quis iusto ab rem. Esse reprehenderit inventore vero atque temporibus. Consequuntur ut voluptatum.,Livros,1844.79,1147.2,75,2025-05-11 23:46:31,2025-05-11 23:46:31
42,O direito de realizar seus sonhos sem preocupação,"Nesciunt fugiat eius. Placeat iure possimus rerum eligendi aut.
Dolor dolorum animi vitae rerum. Asperiores repellendus amet.
Molestiae magni nulla id. Quis delectus illo animi nostrum amet ad.",Alimentos,3340.26,2593.68,459,2025-05-11 23:46:31,2025-05-11 23:46:31
43,A segurança de evoluir mais rapidamente,"Quis blanditiis maiores quam inventore. Voluptates dolorem quia sunt nesciunt suscipit nulla.
Ullam asperiores voluptatum voluptatum incidunt provident. Vitae consectetur consequatur quos cupiditate.",Móveis,599.01,422.76,214,2025-05-11 23:46:31,2025-05-11 23:46:31
44,O poder de atingir seus objetivos antes de tudo,Saepe fugiat eos debitis recusandae. Sit consequatur distinctio porro dolor. Quae repellendus autem eveniet. Non accusantium consequuntur quidem doloremque nihil.,Móveis,2528.28,1876.81,91,2025-05-11 23:46:31,2025-05-11 23:46:31
45,O poder de concretizar seus projetos com toda a tranquilidade,"Velit enim quos voluptatem. Rerum ex consequatur minima et. Quidem amet qui eos laborum quasi reprehenderit.
Non libero temporibus quasi.",Móveis,1437.99,770.19,70,2025-05-11 23:46:31,2025-05-11 23:46:31
46,A possibilidade de ganhar de maneira eficaz,"Cum enim tempora repellat dolores incidunt vero itaque.
Adipisci quis veniam veniam optio aliquid sint quis. Quam necessitatibus sequi ullam repellat. Aperiam consectetur quo et cumque repudiandae.",Móveis,3436.64,2654.47,492,2025-05-11 23:46:31,2025-05-11 23:46:31
47,A simplicidade de concretizar seus projetos sem preocupação,Nemo nesciunt asperiores. Atque eligendi velit rerum quam. Architecto doloribus nam nostrum debitis maiores incidunt quia.,Eletrônicos,3891.38,2367.59,30,2025-05-11 23:46:31,2025-05-11 23:46:31
48,A segurança de realizar seus sonhos mais facilmente,"Eveniet officia ea sit sint magnam. Magnam illum dicta iste eligendi numquam.
Laudantium provident voluptatem explicabo. Impedit eius nobis tempora.",Livros,1842.03,1269.27,449,2025-05-11 23:46:31,2025-05-11 23:46:31
49,O conforto de inovar com confiança,"Ab eius laboriosam. Hic magni ea nulla necessitatibus voluptatibus.
Aperiam culpa suscipit placeat iste.
Corporis excepturi dolor deserunt.",Vestuário,3429.24,1594.37,407,2025-05-11 23:46:31,2025-05-11 23:46:31
50,A liberdade de atingir seus objetivos com confiança,Perferendis quis autem sed ut assumenda delectus. Magnam odio ipsum id a.,Livros,4451.22,2086.92,223,2025-05-11 23:46:31,2025-05-11 23:46:31
51,A possibilidade de ganhar simplesmente,"Sunt deleniti officia soluta. Voluptates odit rerum ex quae non tenetur.
Alias explicabo accusamus reprehenderit eligendi. Quasi illum atque nulla natus veritatis at.",Móveis,465.63,234.99,0,2025-05-11 23:46:31,2025-05-11 23:46:31
52,O conforto de avançar em estado puro,"Laborum similique nulla officiis veritatis aliquam. Quis error atque dolor tempora perspiciatis iure.
Est veritatis eaque modi hic sunt odit quod.
Fugiat id labore soluta eveniet.",Alimentos,2343.21,1213.52,151,2025-05-11 23:46:31,2025-05-11 23:46:31
53,A segurança de ganhar naturalmente,Commodi similique officia porro ut repellendus magni. Harum cumque earum nobis commodi quos velit. Iste porro aliquid eius.,Móveis,278.85,167.18,287,2025-05-11 23:46:31,2025-05-11 23:46:31
54,O prazer de inovar direto da fonte,Expedita reiciendis suscipit reiciendis perferendis eveniet explicabo. Porro quae nobis hic neque cupiditate recusandae ex. Pariatur dolorem cum praesentium.,Vestuário,2145.31,1423.85,305,2025-05-11 23:46:31,2025-05-11 23:46:31
55,O poder de evoluir de maneira eficaz,Fugit in cumque fugit iste impedit. Esse minima quisquam ullam expedita minus quod.,Eletrônicos,4227.2,3271.94,455,2025-05-11 23:46:31,2025-05-11 23:46:31
56,O prazer de ganhar sem preocupação,"Consequuntur nesciunt dolorem. Consectetur ipsum commodi autem ut aspernatur.
Quibusdam iste delectus voluptatibus temporibus. Tempora porro officia eos.",Eletrônicos,3341.85,1714.4,62,2025-05-11 23:46:31,2025-05-11 23:46:31
57,A simplicidade de atingir seus objetivos com toda a tranquilidade,Assumenda unde facilis aspernatur aliquam non. Ipsum at placeat sed itaque unde. Recusandae quae reiciendis ipsam saepe ut nisi.,Alimentos,1978.96,1439.91,84,2025-05-11 23:46:31,2025-05-11 23:46:31
58,A arte de mudar com toda a tranquilidade,Pariatur dolorum itaque. Possimus vel quia ipsa earum voluptatem quis. Dolore voluptatem iste vitae recusandae. Aliquid ad fuga nesciunt excepturi.,Livros,269.08,183.41,320,2025-05-11 23:46:31,2025-05-11 23:46:31
59,O poder de concretizar seus projetos em estado puro,Et occaecati reprehenderit sequi aspernatur consequatur iure. Quae et incidunt consequuntur corrupti illo.,Alimentos,2694.7,2036.65,451,2025-05-11 23:46:31,2025-05-11 23:46:31
60,A vantagem de concretizar seus projetos sem preocupação,Cumque corporis corrupti vero ullam quo beatae suscipit. Similique quos quas id incidunt rem.,Eletrônicos,4421.57,2702.84,26,2025-05-11 23:46:31,2025-05-11 23:46:31
61,A certeza de realizar seus sonhos simplesmente,"Eum quos magnam enim vel at dolores non. Libero ullam officia.
Et laboriosam aliquam excepturi laborum ea harum. Est eius nostrum vel. Inventore fugit minus corporis quibusdam animi necessitatibus.",Móveis,639.63,494.9,145,2025-05-11 23:46:31,2025-05-11 23:46:31
62,O prazer de mudar com toda a tranquilidade,Sunt repellat animi atque incidunt minima. Eos dicta occaecati excepturi culpa. Blanditiis aliquid ullam incidunt dolore.,Eletrônicos,2092.13,964.81,297,2025-05-11 23:46:31,2025-05-11 23:46:31
63,O poder de conseguir em estado puro,"Itaque provident laborum dolores. Cupiditate provident neque nam porro.
Fuga exercitationem ea dicta natus ex. Vitae veritatis minima iure totam fuga quae. Dolore aliquid iure odit beatae quibusdam.",Móveis,3503.41,1410.4,450,2025-05-11 23:46:31,2025-05-11 23:46:31
64,O prazer de avançar com toda a tranquilidade,Quas qui doloremque beatae error alias asperiores. Eius sapiente dignissimos. Molestias fuga dignissimos illum eveniet corporis. Error asperiores modi quasi.,Livros,4391.82,2625.58,185,2025-05-11 23:46:31,2025-05-11 23:46:31
65,A simplicidade de evoluir simplesmente,Voluptatibus ullam quos quaerat consequuntur voluptatum. Iusto neque doloremque ut in suscipit aut labore.,Alimentos,790.68,375.79,309,2025-05-11 23:46:31,2025-05-11 23:46:31
66,O poder de avançar com toda a tranquilidade,Impedit officia iusto corporis excepturi quaerat illum. Distinctio eius magnam adipisci provident.,Alimentos,4504.72,2296.26,272,2025-05-11 23:46:31,2025-05-11 23:46:31
67,A certeza de realizar seus sonhos com confiança,Dolore autem perspiciatis repellendus voluptatibus quas porro distinctio. Occaecati itaque nemo rem doloremque itaque labore. Quam cupiditate perspiciatis eos rem perferendis doloremque.,Móveis,1536.56,1205.05,234,2025-05-11 23:46:31,2025-05-11 23:46:31
68,A certeza de realizar seus sonhos mais facilmente,Veritatis optio quibusdam. Vitae quo iusto occaecati id libero suscipit. Exercitationem repellat nam dignissimos rem.,Livros,923.29,702.74,358,2025-05-11 23:46:31,2025-05-11 23:46:31
69,O prazer de inovar de maneira eficaz,Pariatur voluptatem odio repudiandae modi dignissimos officiis. Amet eius maxime modi fugit placeat.,Eletrônicos,200.97,103.27,135,2025-05-11 23:46:31,2025-05-11 23:46:31
70,A simplicidade de atingir seus objetivos com toda a tranquilidade,Explicabo temporibus asperiores excepturi consequatur libero. Nobis libero praesentium aliquam odio doloribus fugiat. Assumenda dolorem reprehenderit.,Alimentos,113.25,78.35,383,2025-05-11 23:46:31,2025-05-11 23:46:31
71,A liberdade de realizar seus sonhos direto da fonte,"Perferendis dolor ad fuga facere. Corrupti amet architecto perspiciatis eaque cum qui alias. Dignissimos voluptatibus rerum maiores.
Reiciendis aperiam dolores illum. Est vitae nemo error rem quidem.",Eletrônicos,1218.77,883.5,214,2025-05-11 23:46:31,2025-05-11 23:46:31
72,O conforto de ganhar com toda a tranquilidade,"Perspiciatis quis porro esse hic sint asperiores. Nemo odit provident illo quam beatae nostrum.
Possimus laborum quibusdam. Vero voluptas autem quod molestias et labore. Aliquam optio culpa modi.",Livros,1554.38,760.25,244,2025-05-11 23:46:31,2025-05-11 23:46:31
73,A certeza de avançar de maneira eficaz,"Dolorem quaerat et tempora nobis nesciunt. Voluptatibus neque iste totam quos totam.
Fugiat eligendi nobis saepe omnis accusantium quidem magnam. Eaque hic voluptatibus qui ratione delectus.",Móveis,1871.56,828.16,313,2025-05-11 23:46:31,2025-05-11 23:46:31
74,A simplicidade de evoluir naturalmente,"Alias repellat maxime accusantium autem. Eveniet explicabo minus natus ducimus. Suscipit qui perspiciatis ipsum ea.
Unde libero ut fugiat perferendis incidunt. Consequuntur quia ipsam cupiditate.",Livros,4899.58,2583.31,22,2025-05-11 23:46:31,2025-05-11 23:46:31
75,A vantagem de atingir seus objetivos mais facilmente,"Molestiae eum officia hic tenetur nulla. Reiciendis natus dolorum nesciunt aliquam natus. Voluptatum ut sunt quod atque ratione.
Earum molestias ut hic occaecati natus. Iste officiis quo amet.",Alimentos,2256.1,1445.55,148,2025-05-11 23:46:31,2025-05-11 23:46:31
76,A certeza de atingir seus objetivos com força total,Quibusdam aut necessitatibus recusandae molestias quos molestiae. Optio aut similique deserunt.,Eletrônicos,1197.28,916.09,128,2025-05-11 23:46:31,2025-05-11 23:46:31
77,O poder de conseguir mais rapidamente,"Et eligendi quod esse. Natus molestiae veniam. Adipisci ex sequi dignissimos asperiores sequi.
Officiis doloremque hic. Odit nesciunt labore tempore fugit similique nostrum.",Eletrônicos,1688.58,1075.58,187,2025-05-11 23:46:31,2025-05-11 23:46:31
78,A liberdade de evoluir direto da fonte,"Ipsam cupiditate sit ab impedit quisquam.
Asperiores similique quas quam libero. Autem placeat saepe amet.",Eletrônicos,4692.93,3199.01,111,2025-05-11 23:46:31,2025-05-11 23:46:31
79,A liberdade de avançar mais rapidamente,Quidem culpa voluptatum quaerat omnis amet hic quasi. Rem rem inventore error. Eveniet nobis nobis facilis ut ea vel.,Vestuário,610.89,331.29,393,2025-05-11 23:46:31,2025-05-11 23:46:31
80,A segurança de evoluir em estado puro,Animi a ullam similique fuga aliquid error. Labore eius sint excepturi perspiciatis dolore laborum vel.,Móveis,1896.01,843.6,339,2025-05-11 23:46:31,2025-05-11 23:46:31
81,A simplicidade de atingir seus objetivos com toda a tranquilidade,Qui perferendis doloremque deserunt sunt eaque. Reiciendis impedit rem assumenda quas et recusandae.,Eletrônicos,4497.55,1865.74,88,2025-05-11 23:46:31,2025-05-11 23:46:31
82,O conforto de realizar seus sonhos mais rapidamente,Nesciunt iste aut fuga. A neque asperiores repellendus.,Livros,1261.97,972.78,244,2025-05-11 23:46:31,2025-05-11 23:46:31
83,A arte de evoluir naturalmente,Aliquam quo quasi modi beatae. Ab libero odit. Magnam officia dolor.,Móveis,657.87,290.34,373,2025-05-11 23:46:31,2025-05-11 23:46:31
84,O direito de inovar mais facilmente,Numquam veritatis hic ad maxime aperiam. Et omnis corrupti officiis repudiandae quasi ratione. Delectus eaque dignissimos dignissimos ex id iusto.,Vestuário,4143.54,3295.24,107,2025-05-11 23:46:31,2025-05-11 23:46:31
85,A liberdade de concretizar seus projetos com força total,Ex blanditiis sunt quo cum veniam illo. Est similique voluptates facere eligendi nihil ipsa. Est quaerat iusto.,Eletrônicos,885.73,662.33,333,2025-05-11 23:46:31,2025-05-11 23:46:31
86,A simplicidade de evoluir sem preocupação,"Unde velit eum quidem magni ipsum. Voluptatem voluptatibus ratione labore.
A aliquam corporis eum quam iure natus. Quos iste tempore.",Alimentos,4924.76,2124.69,347,2025-05-11 23:46:31,2025-05-11 23:46:31
87,O prazer de mudar com toda a tranquilidade,Quia cumque voluptatum veritatis tenetur maxime velit. Iure nihil provident ipsum sint repellendus nostrum. Deserunt libero quasi praesentium magni amet beatae dolore.,Móveis,1410.61,1015.78,422,2025-05-11 23:46:31,2025-05-11 23:46:31
88,A vantagem de inovar direto da fonte,Quibusdam illo dolore veniam. Dicta ab minima veniam repellendus inventore repellendus.,Eletrônicos,3336.37,1817.91,425,2025-05-11 23:46:31,2025-05-11 23:46:31
89,A liberdade de inovar sem preocupação,"Accusantium explicabo consectetur dolorum.
Iste molestias voluptatum nulla non. Possimus iste fugiat sequi eligendi sapiente.
Ut illo incidunt aliquid nobis est.",Livros,3818.59,1826.69,215,2025-05-11 23:46:31,2025-05-11 23:46:31
90,A liberdade de inovar naturalmente,"Assumenda alias nemo optio. A in adipisci.
Ullam quod totam minus itaque. Veritatis culpa dolor iusto voluptatum amet. Velit iste doloribus molestiae est vero.",Livros,2715.79,1555.8,314,2025-05-11 23:46:31,2025-05-11 23:46:31
91,O direito de concretizar seus projetos sem preocupação,"Iste non perferendis voluptate. Quam commodi sit fuga temporibus.
Cum rem autem quidem. Adipisci ab libero nulla. Tenetur quia mollitia sit saepe reiciendis.",Livros,923.25,382.92,374,2025-05-11 23:46:31,2025-05-11 23:46:31
92,A possibilidade de avançar com força total,Temporibus debitis temporibus tenetur exercitationem voluptates iste eos. Neque explicabo neque. Praesentium quis soluta asperiores explicabo veniam possimus.,Eletrônicos,30.92,21.58,236,2025-05-11 23:46:31,2025-05-11 23:46:31
93,A simplicidade de mudar direto da fonte,Culpa dolor culpa natus exercitationem neque illum distinctio. Consequuntur reprehenderit earum commodi.,Eletrônicos,1250.87,883.64,424,2025-05-11 23:46:31,2025-05-11 23:46:31
94,A segurança de inovar direto da fonte,Tempora ad ipsa eius dolores temporibus. Architecto hic quis in. Molestiae temporibus eaque culpa quasi ab.,Livros,322.62,186.36,57,2025-05-11 23:46:31,2025-05-11 23:46:31
95,A arte de inovar sem preocupação,"Error aperiam labore culpa illum dolores.
Facilis officiis rerum ut. Ratione quos ducimus quas. Temporibus voluptates quod alias.
Id quam esse nihil voluptates ratione veniam.",Móveis,24.75,17.14,135,2025-05-11 23:46:31,2025-05-11 23:46:31
96,A possibilidade de mudar em estado puro,Dolores quia cum. Officiis dignissimos ipsam inventore porro. Recusandae quia sint voluptates vero ex at minus.,Móveis,4261.56,3003.12,56,2025-05-11 23:46:31,2025-05-11 23:46:31
97,A arte de evoluir mais rapidamente,Magnam numquam quos non ut blanditiis perspiciatis odio. Quas ullam occaecati architecto totam libero architecto.,Alimentos,448.52,227.28,79,2025-05-11 23:46:31,2025-05-11 23:46:31
98,A certeza de realizar seus sonhos com força total,Dolorem accusantium ex nihil quos magnam. Ipsa cum magnam veritatis libero asperiores doloremque.,Livros,3313.79,2290.88,190,2025-05-11 23:46:31,2025-05-11 23:46:31
99,A certeza de concretizar seus projetos com força total,Error doloremque amet assumenda. Repudiandae tenetur debitis aut eaque dolore quia. Est impedit possimus vero alias eaque quisquam nam.,Livros,1258.42,508.59,98,2025-05-11 23:46:31,2025-05-11 23:46:31
100,A vantagem de mudar direto da fonte,Quod odit illo veniam. Corrupti corrupti illo sequi quis perferendis. Unde deserunt vitae occaecati. Cumque culpa quod aut laboriosam vero.,Vestuário,3806.98,1959.89,196,2025-05-11 23:46:31,2025-05-11 23:46:31
101,O poder de ganhar com confiança,Sit quibusdam veritatis earum mollitia. Maxime adipisci magni quod modi animi ex. Autem illo dolorem dolorem accusamus.,Alimentos,2109.64,1585.3,56,2025-05-11 23:46:31,2025-05-11 23:46:31
102,A segurança de atingir seus objetivos direto da fonte,"Dolore libero fugiat numquam sequi. Corporis itaque consectetur ex praesentium nemo numquam.
Dolorem nulla laborum culpa modi. Voluptatibus dicta voluptas fugit.",Vestuário,2380.36,1661.33,341,2025-05-11 23:46:31,2025-05-11 23:46:31
103,A arte de ganhar em estado puro,"Dolores quaerat cum veniam ipsum accusantium quibusdam. Non odit odio.
Non magnam aut dolor. Perferendis sequi veritatis aliquam repellat.",Vestuário,4514.62,3203.35,307,2025-05-11 23:46:31,2025-05-11 23:46:31
104,O direito de evoluir com toda a tranquilidade,Laboriosam iste deserunt eaque. Asperiores veniam repellendus voluptatem earum placeat. Cupiditate quas nisi corrupti repellat.,Vestuário,4344.42,3155.02,69,2025-05-11 23:46:31,2025-05-11 23:46:31
105,O prazer de avançar antes de tudo,Repellat non deleniti eveniet placeat. Eligendi expedita unde deleniti.,Livros,1319.79,910.17,105,2025-05-11 23:46:31,2025-05-11 23:46:31
106,A segurança de realizar seus sonhos simplesmente,Distinctio id blanditiis soluta animi magni.,Móveis,2561.02,1283.81,97,2025-05-11 23:46:31,2025-05-11 23:46:31
107,A arte de inovar antes de tudo,"Eligendi dicta possimus. Aperiam ipsam voluptatibus vero odit dolorem.
Dolorem quibusdam qui sint architecto. Corrupti eaque libero velit aspernatur similique autem.",Alimentos,4902.89,3873.62,72,2025-05-11 23:46:31,2025-05-11 23:46:31
108,A possibilidade de evoluir com toda a tranquilidade,Quidem perspiciatis nemo impedit nulla. A earum consequatur temporibus. Voluptatem officia animi repellendus quibusdam quasi soluta facilis.,Eletrônicos,1952.83,1552.37,323,2025-05-11 23:46:31,2025-05-11 23:46:31
